Compliance Status,Building ID,Building Name,Site Address,Site Zip,Year Built,"Floor Area 
(sf)",Primary Property Type ,ENERGY STAR Score,Certified or Verified?,"Site EUI 
(kBtu/sf)","Weather Normalized  Site EUI 
(kBtu/sf)",Source EUI (kBtu/sf),Weather Normalized Source EUI (kBtu/sf),"Electricity Generated from Onsite Renewable Systems 
(kWh)","Total GHG Emissions 
(Metric Tons CO2e)"
Compliant,1N1E34CA-2200-B1,Boxer Northwest,438 WI/ NW BROADWAY,97209,1921,"36,014",Other,Not Available,,24.6,25.6,42.2,43.4,,58.5
Compliant,1N1E34CA-6300-B1,Pendleton Woolen Mills,220-224 NW BROADWAY,97209,1917,"82,000",Office,Not Available,,54.3,54.8,146.4,146.9,,378.8
Compliant,1N1E34CA-7800-B1,Tuck Lung Grocery,140 NW 4TH AVE,97209,1978,"23,786",Outpatient Rehabilitation/Physical Therapy,Not Available,,30.9,32,69.9,71,,56.3
Compliant,1N1E34CB-3100-B1,1010 Flanders Building,1010 NW FLANDERS ST,97209,1925,"56,279",Office,Not Available,,10.6,10.6,29.8,29.8,,52.1
Compliant,1N1E34CB-7501-B1,Gerding Theater at the Armory,128 NW 11TH AVE,97209,1891,"56,000",Performing Arts,Not Available,,75.9,75.7,149.3,149.3,,304
Compliant,1N1E34CC-1500-B1,AT&T Oak ST,819 SW OAK ST,97205,1965,"247,748",Other,Not Available,,163.3,162,457.1,453.5,,3524.1
Compliant,1N1E34CC-1800-B2,North Pacific Bldg,917 SW OAK ST,97205,1920,"35,000",Office,Not Available,,42.3,42.5,118.4,119.1,,129
Compliant,1N1E34CC-3400-B1,R00207,310 SW PARK AVE,97205,N/A,"235,538",Other - Technology/Science,Not Available,,152.1,152.1,425.9,425.9,,3121.3
Compliant,1N1E34CC-4900-B1,Clyde Hotel LLC,1022 SW STARK ST,97205,1912,"48,500",Hotel,Not Available,,142.8,142.8,280.6,280.6,,491
Compliant,1N1E34CC-500-B1,OMSB,234 SW BROADWAY,97205,1925,"32,755",Office,Not Available,,124.1,128.5,199,202.7,,259.7
Compliant,1N1E34CC-5200-B1,10W,1003-1017 SW WASHINGTON ST,97205,1907,"50,000",Other,Not Available,,14.3,15,26.7,27.5,,49.3
Compliant,1N1E34CC-6700-B1,Aspen Alder,729 SW ALDER ST,97205,N/A,"51,294",Office,Not Available,,11.3,11.4,31.5,31.8,,50.3
Compliant,1N1E34CC-8000-B1,Selling Building,610 SW ALDER ST,97205,1911,"99,930",Office,Not Available,,50.4,51.1,125.3,126,,408.3
Compliant,1N1E34CC-8600-B1,Pioneer Park Building,715 SW MORRISON ST,97205,1913,"85,997",Office,Not Available,,54.3,55.8,122,123.5,,356.6
Compliant,1N1E34CC-9400-B1,Galleria,600 SW 10TH AVE,97205,1910,"200,000",Mixed Use Property,Not Available,,57.8,57.8,159.7,159.7,,999.3
Compliant,1N1E34CD-2100-B1,Pine Street Market - 1N1E34CD-2100-B1,126 SW 2ND AVE,97204,1886,"25,904",Office,Not Available,,225.6,227.8,393.8,396,,389.4
Compliant,1N1E34CD-7100-B1,Washington Center - 5th Ave.,444 SW 5TH AVE,97204,1965,"39,403",Other,Not Available,,152.2,154,388.5,390.3,,493.7
Compliant,1N1E34CD-7300-B1,Washington Center - 4th Ave.,401-419 SW WASHINGTON ST,97204,1977,"35,702",Other,Not Available,,11.3,11.3,31.5,31.5,,35
Compliant,1N1E34CD-8900-B1,DEKUM BUILDING,519 SW 3RD AVE,97204,1890,"65,948",Office,Not Available,,34.2,35.5,72.7,74.1,,166.8
Compliant,1N1E34DB-300-B1,Oregon College of Oriental Medicine,75 WI/ NW COUCH ST,97209,1911,"37,800",Adult Education,Not Available,,14.5,14.5,40.5,40.5,,47.7
Compliant,1N1E34DC-1400-B2,Fire Station 1/Administration,65 SW NAITO PKWY,97204,1952,"40,478",Mixed Use Property,Not Available,,101.5,103.8,192.7,195.1,,286
Compliant,1N1E34DD-3000-B2,Urban Row,303-305 SE 3RD AVE,97214,1942,"24,804",Office,Not Available,,19.1,19.6,45.6,46.1,,37.5
Compliant,1N1E35AB-7100-B1,LLOYD CTR 10 CINEMA,1510 NE MULTNOMAH ST,97232,1987,"48,600",Movie Theater,Not Available,,85.4,87.2,194.1,193.8,,319.2
Compliant,1N1E35AD-2500-B1,Bindery Annex,2117 NE OREGON ST,97232,1954,"31,544",Office,Not Available,,43,44.2,100.3,101.6,,105.8
Compliant,1N1E35AD-3700-B1,Bakery Blocks,700-724 NE 22ND AVE,97232,1918,"79,950",Office,Not Available,,32.1,32.1,89.8,89.8,,223.4
Compliant,1N1E35BA-101-B1,Lloyd Center,2201 LLOYD CENTER,97232,1959,"1,300,000",Other,Not Available,,47.4,47.4,132.6,132.6,,5364.6
Compliant,1N1E35BC-100-B1,Oregon Square 830,830 NE HOLLADAY ST,97232,1949,"33,075",Office,Not Available,,43.8,45.6,122.7,127.5,,126.3
Compliant,1N1E35BC-1600-B1,Oregon Square 729,729 NE OREGON ST,97232,1947,"32,266",Office,Not Available,,20.5,21.2,57.4,59.5,,57.6
Compliant,1N1E35BC-300-B1,Oregon Square 710,710 NE HOLLADAY ST,97232,1950,"31,052",Office,Not Available,,19.7,20.3,55,56.9,,53.2
Compliant,1N1E35BC-3700-B2,Metro Regional Center,524-622 NE GRAND AVE,97232,1995,"203,366",Other,Not Available,,28.2,28.2,73.1,72.6,,476.4
Compliant,1N1E35CA-100-B2,Portland Tennis Center,324 NE 12TH AVE,97232 ,1974,"55,524",Fitness Center/Health Club/Gym,Not Available,,54.6,56.4,105.4,107.2,,212.9
Compliant,1N1E35CA-900-B1,Bison Building,920 NE GLISAN ST,97232,1938,"48,800",Other,Not Available,,71.4,76.3,117.8,122.9,,225.8
Compliant,1N1E35CB-2000-B1,O'Gallerie,228 NE 7TH AVE,97232,1915,"20,000",Other,Not Available,,20.7,21.6,38.7,40,,28.6
Compliant,1N1E35CC-2600-B1,400 E Burnside St,400 E BURNSIDE ST,97227,2005,"21,884",Automobile Dealership,Not Available,,21.2,21.7,50.4,50.9,,36.6
Compliant,1N1E35CC-3200-B1,107 SE Grand,107 SE GRAND AVE,97214,1918,"55,000",Automobile Dealership,Not Available,,43.1,44,93,94,,177
Compliant,1N1E35CC-7700-B1,Industrial Home/200 SE MLK,200 SE M L KING BLVD,97214,1893,"24,904",Mixed Use Property,Not Available,,82.8,84,160.9,162.1,,145.3
Compliant,1N1E36BA-2900-B1,Hollywood,1205 NE 33RD AVE,97232,1954,"39,900",Retail Store,Not Available,,28.3,28.9,67.7,68.4,,89.4
Compliant,1N1E36BA-3801-B1,Bindery Building,3115 NE SANDY,97232,1928,"32,616",Office,Not Available,,17.6,18.5,34.5,35.5,,40.7
Compliant,1N1E36BA-5300-B2,31st & Sandy,3040 NE SANDY BLVD,97232,1928,"20,645",Other - Mall,Not Available,,65.1,67.5,140.6,143.2,,100.4
Compliant,1N1E36CC-300-B1,Archdiocese of Portland in Oregon,2816-2838 E BURNSIDE ST,97214,1910,"46,878",Other,Not Available,,99.9,99.9,181.2,181.2,,374.6
Compliant,1N1W01CD-19400-B1,St. Johns Racquet Center,7519 WI/ N BURLINGTON AVE,97203,1981,"25,429",Other,Not Available,,19.2,20.6,53.9,57.7,,42.6
Compliant,1N2E15AC-701-B1,CRC,11703 NE GLENN WIDING DR,97220,1997,"35,000",College/University,Not Available,,39.2,40.9,74.3,75.8,,95.4
Compliant,1N2E15D-1600-B1,Inverness Jail,11540 WI/ NE INVERNESS DR,97220,N/A,"252,447",Prison/Incarceration,Not Available,,130.3,131.2,239.3,238.6,,2250
Compliant,1N2E15DA-800-B1,Shilo Inn - Restaurant,11707 NE AIRPORT WAY,97220,1990,"22,400",Restaurant,Not Available,,309.2,314.3,489.7,495,,439.7
Compliant,1N2E16CC-300-B1,Columbia Conference Center,8521 NE COLUMBIA BLVD,97220,1967,"24,600",Social/Meeting Hall,Not Available,,65.1,67.1,137.4,138.4,,118.1
Compliant,1N2E17DA-200-B1,Northwest College of Construction,8111 NE HOLMAN ST,97218,2005,"23,192",Vocational School,Not Available,,51.9,54.4,100.7,103.3,,84.8
Compliant,1N2E18CC-7600-B1,PMWTC,5600 NE 42ND AVE,97218,1957,"27,000",College/University,Not Available,,47.6,48.4,133.2,135.6,,111.9
Compliant,1N2E21CB-3400-B1,205 Business Center,8383 NE SANDY BLVD,97220,1980,"29,720",Office,Not Available,,52.3,52.3,146.3,146.3,,135.3
Compliant,1N2E22BB-2300-B1,Parkrose Hardware,10625 NE SANDY BLVD,97220,2007,"50,708",Strip Mall,Not Available,,57.7,58.6,139.1,139.1,,232.8
Compliant,1N2E23BC-900-B2,Portland Fire Bureau Training,4800 NE 122ND AVE,97230 ,1978,"23,832",Office,Not Available,,89.7,98.3,166.1,175.1,,146.8
Compliant,1N2E23DA-1000-B1,"CKK Sandy, LLC",13810-13912 NE SANDY BLVD,97230,1987,"28,700",Strip Mall,Not Available,,132.9,132.9,207.3,207.3,,240.4
Compliant,1N2E24DA-500-B1,Willamette Carpenters Training Center,4222 NE 158TH AVE,97230,1975,"92,395",Vocational School,Not Available,,22.8,22.5,63.9,63,,183.6
Compliant,1N2E26CC-4500-B1,San Rafael Shopping Center,1618-1622 NE 122ND AVE,97230,1967,"39,721",Other - Mall,Not Available,,82.7,82.7,168.1,168.1,,237.2
Compliant,1N2E27CC-4400-B1,Vibra Specialty Hospital Portland,10300 NE HANCOCK ST,97220,1963,"152,000",Other - Specialty Hospital,Not Available,,61.6,60.8,171.2,168.9,,811.9
Compliant,1N2E28BC-500-B1,Pindrop LLC,2700 NE 82ND AVE,97220,1964,"46,500",Other - Recreation,Not Available,,26.4,27.6,47.1,48.2,,82.7
Compliant,1N2E30CC-3000-B1,2000 NE 42nd,2000 NE 42ND AVE,97213,1956,"20,000",Strip Mall,Not Available,,40.7,41.5,102.3,103.1,,66.4
Compliant,1N2E30DB-1300-B1,Bike Gallery HW,5329 NE SANDY BLVD,97213,1944,"20,837",Mixed Use Property,Not Available,,62.9,66.1,117.2,119.8,,90.4
Compliant,1N2E31BB-3401-B3,PSA - Providence Office Park III (POP 3),"4400 NE HALSEY ST, BLDG 2",97213,N/A,"64,673",Laboratory,Not Available,,165.7,165.7,452.7,452.7,,919.6
Compliant,1N2E31BB-3401-B4,PSA - Providence Office Park II (POP 2),"4400 NE HALSEY ST, BLDG 2",97213,N/A,"242,171",Other,Not Available,,99.1,99.7,264.2,264.8,,2027.9
Compliant,1N2E31BB-4000-B1,Hollywood Station,4204-4224 NE HALSEY ST,97213,2006,"71,085",Outpatient Rehabilitation/Physical Therapy,Not Available,,40,40,111.9,111.9,,247.6
Compliant,1N2E31BD-1000-B1,Rose City Futsal,5010-5012 NE OREGON ST,97213,1970,"30,500",Other - Education,Not Available,,39.8,40.6,86.7,86.4,,91.1
Compliant,1N2E31CA-9600-B1,Kelly Building,4735-4747 E BURNSIDE ST,97215,1959,"38,317",Police Station,Not Available,,100.2,103.5,203.4,206.2,,277
Compliant,1N2E32-100-B2,Juvenile Justice Complex,1401-1457 NE 68TH AVE,97213,1996,"222,103",Other - Public Services,Not Available,,92.1,95.8,150.2,153.3,"291,525",1269.5
Compliant,1N2E32BB-200-B1,PSA - Halsey Warehouse,6402-6430 NE HALSEY ST,97213,1969,"63,302",Laboratory,Not Available,,104.6,105.5,279.1,280,,559.9
Compliant,1N2E33AA-104-B1,Gateway Building D,1307 NE 102ND AVE,97220,1992,"30,529",Mixed Use Property,Not Available,,216.2,219.3,482.6,485.9,,502.2
Compliant,1N2E33BC-7500-B4,Mitchell Library,8435 NE GLISAN ST,97220,2013,"30,000",College/University,Not Available,,30.6,30.6,85.7,85.7,,80
Compliant,1N2E34AA-1300-B1,Courtesy Ford,1313 NE 122ND AVE,97230,1974,"52,890",Automobile Dealership,Not Available,,81.1,85.8,158.2,163.1,,303
Compliant,1N2E34AB-8200-B1,DDSD District Office,11300 NE HALSEY ST,97220,1975,"21,000",Other - Education,Not Available,,44.3,46.2,95.2,97.8,,69.3
Compliant,1N2E34BB-2600-B1,R00216,1330 NE 102ND AVE,97220,N/A,"53,322",Other - Technology/Science,Not Available,,150.6,150.6,421.8,421.7,,699.9
Compliant,1N2E34CB-13100-B4,Gateway Childrens Center MDT Building,10225 E BURNSIDE ST,97216,2002,"25,236",Police Station,Not Available,,65,67.2,138.3,140,,121.5
Compliant,1N2E35A-200-B1,Glendoveer Golf and Tennis,14015 NE Glisan St,97230 ,1980,"29,007",Other,Not Available,,44.8,47.8,84.9,88.1,,90.3
Compliant,1N2E35BC-6100-B7,Menlo Park Plaza-A,12301 NE Glisan St,97230,1957,"23,289",Other - Mall,Not Available,,30.6,29.6,82.7,79.9,,60.8
Compliant,1N2E35CB-3300-B2,Ron Tonkin Chevrolet,122 NE 122ND AVE,97230,1973,"51,994",Automobile Dealership,Not Available,,24.6,24.6,69,69,,111.6
Compliant,1N2E35CC-4700-B1,Ron Tonkin Honda,300 SE 122ND AVE,97233,2005,"54,730",Automobile Dealership,Not Available,,74.5,82.7,107.1,115.7,,247.2
Compliant,1S1E01AB-20000-B2,Sunnymot LLC,3433-3451 SE BELMONT ST,97214,1912,"21,000",Mixed Use Property,Not Available,,120.2,124.7,224.4,229.2,,174.1
Compliant,1S1E01DA-12300-B1,Bagdad Theater & Pub,3708-3726 SE HAWTHORNE BLVD,97214,1927,"24,160",Movie Theater,Not Available,,168.9,170.5,323.2,324.8,,285.2
Compliant,1S1E02AB-14000-B1,R00211,SE 17TH AVE,97214,N/A,"65,500",Other - Technology/Science,Not Available,,223.5,221.6,625.7,620.4,,1275.2
Compliant,1S1E02BA-101-B1,Washington High School,531 SE 14TH AVE,97214,1923,"114,273",Mixed Use Property,Not Available,,43.2,43.2,118.5,118.5,,424.8
Compliant,1S1E02BA-5000-B1,Elections Building,1040 SE MORRISON ST,97214,1925,"55,170",Social/Meeting Hall,Not Available,,50.4,52.9,84.2,86.8,,181.3
Compliant,1S1E02BA-8600-B1,Blind Commission,535 SE 12TH AVE,97214,1983,"37,493",Office,Not Available,,58.1,60.1,113.4,114.9,,153.9
Compliant,1S1E02BB-1800-B1,Logus Building,523-535 SE GRAND AVE,97214,1906,"27,000",Mixed Use Property,Not Available,,117.6,118.2,245.7,246.4,,232.8
Compliant,1S1E02BB-2800-B1,The Melody Event Center,615 SE ALDER ST,97214,1925,"21,347",Social/Meeting Hall,Not Available,,26.3,27.2,68.2,70.5,,46.6
Compliant,1S1E02BB-6500-B2,"Concept Real Estate - Three, LLC",808 SE MORRISON ST,97214,1930,"40,500",Mixed Use Property,Not Available,,177.8,179.8,360.3,360.1,,519.1
Compliant,1S1E02BC-1900-B1,Rejuvenation,1108 SE GRAND AVE,97214,19092,"43,000",Retail Store,Not Available,,55.8,57.2,128.3,129.2,,185.8
Compliant,1S1E02BD-2600-B1,National Builders Hardware,1019 SE 10TH AVE,97214,1979,"40,000",Other,Not Available,,30.4,31.7,68.6,70.5,,93.1
Compliant,1S1E02CC-100-B2,8th Avenue HQ,2010 SE 8TH AVE,97214,1974,"28,000",Food Service,Not Available,,149.8,152.1,226.2,228,,260.3
Compliant,1s1E02CD-8300-B1,Division Street Studio Building,1235 SE DIVISION ST,97202,1961,"25,693",Office,Not Available,,61.6,62.6,112.5,113.6,,108
Compliant,1S1E03AD-1200-B1,Water Avenue Properties LLC,1028-1036 SE WATER AVE,97214 ,1929,"50,000",Mixed Use Property,Not Available,,64.6,66.2,140.7,141.3,,242.4
Compliant,1S1E03AD-6400-B1,Waterman,80 SE MADISON ST,97214,1912,"40,000",Other - Services,Not Available,,19.6,19.6,54.9,54.9,,68.3
Compliant,1S1E03BA-200-B1,Two World Trade Center,25 SW SALMON ST,97204,1977,"54,119",Other,Not Available,,67.5,69.4,140.6,142.9,,284.3
Compliant,1S1E03BA-3200-B1,LINDSAY BLDG,710 SW 2ND AVE,97204,1967,"50,230",Office,Not Available,,23.1,23.4,64.7,65.6,,101.2
Compliant,1S1E03BA-3300-B1,Downtown Center,722-728 SW 2ND AVE,97204,1880,"43,595",College/University,Not Available,,49,50,107.4,107.6,,160.9
Compliant,1S1E03BA-4700-B1,Centennial Block Building,210-218 WI/ SW MORRISON ST,97204,1876,"49,396",Office,Not Available,,136,135.8,279.1,276.9,,487.7
Compliant,1S1E03BB-2000-B1,JACKSON TOWER,806-818 SW BROADWAY,97205,1912,"56,523",Office,Not Available,,57,58.9,136.4,138.3,,255.2
Compliant,1S1E03BB-3300-B1,Portland’5 Antoinette Hatfield Hall,710 SW MAIN ST,97205,1986,"101,074",Performing Arts,Not Available,,77.8,80.2,153.8,155.7,,559.2
Compliant,1S1E03BB-3500-B1,Portland’5 Arlene Schnitzer Concert Hall,1037 SW BROADWAY,97205,1928,"77,625",Performing Arts,Not Available,,73.1,74.9,172.9,174.8,,446.5
Compliant,1S1E03BB-5600-B1,PYTHIAN BUILDING #612,902-918 SW Yamhill St,97205,1907,"40,571",Office,Not Available,,85,89.7,126,129.8,,212.2
Compliant,1S1E03BB-6000-B1,Arlington Club,811 SW SALMON ST,97205,1910,"45,000",Other,Not Available,,94.4,96.5,182.7,184.9,,298.7
Compliant,1S1E03BC-2900-B1,Fifth Avenue Building,1400 SW 5TH AVE,97201,1951,"186,186",Office,Not Available,,66.7,67,185.1,185.7,,1075.7
Compliant,1S1E03BC-3300-B1,Portland’5 Keller Auditorium,222 SW CLAY ST,97201,1917,"146,555",Performing Arts,Not Available,,54.6,56.3,107.4,109.2,,567.5
Compliant,1S1E03BC-800-B1,The University Club of Portland,1225 SW 6TH AVE,97204,1913,"50,000",Food Service,Not Available,,34,33.9,93.7,93.4,,146.6
Compliant,1S1E03BD-90000-B1,Justice Center,1120 SW 3RD AVE,97204,N/A,"578,167",Police Station,Not Available,,78.4,79.5,154.5,155,,3218.4
Compliant,1S1E03CA-700-B1,Riviera Plaza,1618 SW 1ST AVE,97201,1967,"157,137",Automobile Dealership,Not Available,,42.4,43,102.9,103.7,,532.1
Compliant,1S1E03D-100-B1,Pepco,1701 SE WATER AVE,97214,1927,"25,290",Other,Not Available,,95.6,102.2,124.4,131.3,,140.2
Compliant,1S1E03D-300-B1,Main Museum,1945 WI/ SE WATER AVE,97214,1991,"219,000",Museum,Not Available,,78.9,79.9,182.5,183.5,,1342.1
Compliant,1S1E03DA-1701-B1,CLIMB Center,1626 SE WATER AVE,97214,1998,"35,664",College/University,Not Available,,67.6,68,123.3,123.1,,164.3
Compliant,1S1E04AA-2700-B1,1022 Salmon,1022 SW SALMON ST,97205,1926,"25,932",Office,Not Available,,73.5,75.9,146.2,148.8,,136
Compliant,1S1E04AA-300-B1,Central Library,821 SW 10TH AVE,97205,1912,"137,240",Library,Not Available,,73.5,74.4,166.3,166.2,,773.7
Compliant,1S1E04AA-6200-B1,YWCA Building,1111 SW 10TH AVE,97205,1958,"66,200",Other,Not Available,,56.7,56.1,116.9,115.1,,273.2
Compliant,1S1E04AC-1000-B1,Helen Gordon Child Development Center,1609 SW 12TH AVE,97201,1928,"34,594",College/University,Not Available,,34.8,35.1,86.1,86.8,,97.3
Compliant,1S1E04AD-7700-B1,AAA Oregon,600 WI/ SW MARKET ST,97201,1956,"40,000",Other - Services,Not Available,,77.5,80.1,164.8,166.5,,229.5
Compliant,1S1E04DA-5100-B1,East Hall,632 SW HALL ST,97201,1925,"23,223",College/University,Not Available,,50,52.5,83.9,86.6,,75.9
Compliant,1S1E04DD-500-B1,Art Building & Annex,2000 SW 5TH AVE,97201,1965,"32,048",College/University,Not Available,,61.7,64.9,131,135.8,,146.3
Compliant,1S1E04DD-700-B1,Science and Education Center,2130-2136 SW 5TH AVE,97201,1959,"36,140",College/University,Not Available,,80.4,82.6,178.4,180.2,,220.4
Compliant,1S1E04DD-800-B1,2121,2121 SW 4TH AVE,97201,1975,"49,559",College/University,Not Available,,107.2,109.6,200.6,201.3,,366.9
Compliant,1S1E05-800-B1,Children's Museum,4033 SW CANYON RD,97221,2005,"74,075",Museum,Not Available,,64.4,66.3,133.4,135.4,,347.9
Compliant,1S1E10-200-B1,OHSU Collaborative Life Sciences Building (CLSB),2750 SW MOODY AVE,97201,2013,"496,812",Mixed Use Property,Not Available,,84.4,85,206.8,206.2,,3369.3
Compliant,1S1E10AA-300-B1,SK Northwest Inc,250 SE DIVISION PL,97202,2012,"27,000",Other,Not Available,,35.8,37.4,69,70.2,,67.9
Compliant,1S1E10BA-1300-B1,NCNM,049 SW PORTER ST,97201,1912,"60,000",College/University,Not Available,,67,71.9,111.4,116.6,,261.4
Compliant,1S1E10BA-900-B1,Corbett Street Building,2828 SW CORBETT AVE,97201,1965,"41,918",College/University,Not Available,,95.1,97.4,203.9,206.3,,296.6
Compliant,1S1E10BB-4200-B1,NCNM Admin,2828 SW NAITO PKWY,97201,1968,"20,000",College/University,Not Available,,78.7,79.9,198,199.2,,128.5
Compliant,1S1E10DC-103-B1,The Old Spaghetti Factory - 01 Portland,0715 SW BANCROFT ST,97239 ,1984,"26,455",Restaurant,Not Available,,206.1,205.1,404.9,402.2,,386.5
Compliant,1S1E11AC-13000-B1,"Hunter-Davisson, Inc.",1800 SE PERSHING ST,97202,2001,"26,845",Office,Not Available,,35.8,37,77,78.3,,71.6
Compliant,1S1E11AC-9900-B1,Sunseri Properties LLC,1410 SE POWELL BLVD,97202,1954,"20,000",Strip Mall,Not Available,,53.9,55.2,105.5,106.6,,76.3
Compliant,1S1E11BA-6800-B1,FORD BUILDING,2505 SE 11TH AVE,97202,1952,"100,217",Office,Not Available,,46.8,48.5,98.2,99.5,,344.8
Compliant,1S1E11BA-9300-B1,Portland Fire Logistics,1155 SE POWELL BLVD,97202,1983,"26,250",Mixed Use Property,Not Available,,45.8,48.1,88.1,90.2,,84.3
Compliant,1S1E12AD-7900-B1,Columbia Center,3945-3975 SE POWELL BLVD,97202,1988,"38,307",Other,Not Available,,80.5,82.2,166.6,168.4,,224.9
Compliant,1S1E12BA-6000-B1,D Street Village 1,3050 SE DIVISION ST,97202,1941,"28,524",Mixed Use Property,Not Available,,141.3,142.5,210.8,212.1,,248.7
Compliant,1S1E14BA-900-B2,Brookln Yard,1300 SE HOLGATE BLVD,97202,2009,"43,560",Other,Not Available,,65.7,64.9,183.9,181.6,,249.3
Compliant,1S1E15CD-100-B1,Macadam,6140 SW MACADAM AVE,97239,2013,"24,624",Mixed Use Property,Not Available,,46,46.7,107.3,106.9,,88.4
Compliant,1S1E16CA-10300-B1,Hillsdale Library,1525 SW SUNSET BLVD,97239,2003,"24,707",Library,Not Available,,38.8,39.9,82.4,82.5,,70.9
Compliant,1S1E17CC-10600-B1,VHSC,4411 SW VERMONT ST,97219,1955,"27,600",Retail Store,Not Available,,67.6,69.8,143.7,146.1,,138.1
Compliant,1S1E17DD-7700-B1,Mittleman Jewish Community Center,6651 SW CAPITOL HWY,97219,2003,"130,000",Other,Not Available,,135.4,138.3,240.1,242,,1182.3
Compliant,1S1E18BA-7600-B1,Tennis Lessons Inc,5803 SW BEAVERTON HILLSDALE HWY,97221,1978,"50,000",Other - Entertainment/Public Assembly,Not Available,,20.7,21.8,45.3,47.4,,77.9
Compliant,1S1E20BB-800-B2,Southwest Community Center,6820 SW 45TH AVE,97219,1998,"49,147",Fitness Center/Health Club/Gym,Not Available,,268.9,274.3,454.1,458.7,,866.1
Compliant,1S1E20DB-100-B1,"Meals on Wheels People, Inc.",7710 SW 31ST AVE,97219,2003,"27,317",Other,Not Available,,121.4,124.8,239.6,243.1,,235.7
Compliant,1S1E20DB-5600-B3,Multnomah Arts Center,7688 SW CAPITOL HWY,97219,1923,"45,507",Other,Not Available,,103,107.5,190.7,196.5,,322
Compliant,1S1E21BD-2600-B1,Custer Building,1325-1341 SW CUSTER DR,97219,1963,"29,326",Laboratory,Not Available,,80.5,81.4,205.4,205.7,,194.3
Compliant,1S1E21CB-4201-B1,Safeway 3136 - SW Barbur Blvd,8039-8145 SW BARBUR BLVD,97219,2013,"57,610",Mixed Use Property,Not Available,,237.5,242.2,444.4,449.3,,945.1
Compliant,1S1E21CB-4600-B1,R00799,8021-8025 SW CAPITOL HILL RD,97219,1976,"43,048",Other - Technology/Science,Not Available,,41.6,42.7,116.4,119.4,,155.9
Compliant,1S1E22-100-B17,Oaks Park Skating Rink,OAKS PARK,97202,1980,"45,900",Other,Not Available,,39.6,41.8,65,66.2,,117.5
Compliant,1S1E22AC-200-B1,OPB,7140 SW MACADAM AVE,97219,1988,"66,860",Other,Not Available,,82.4,83.2,206.7,206.8,,448.8
Compliant,1S1E22AC-4500-B1,Freeman Motor Company,7524 SW MACADAM AVE,97219,1953,"24,930",Automobile Dealership,Not Available,,30.4,32.8,43.8,46.3,,46
Compliant,1S1E29AA-200-B1,GFAA,8909 SW BARBUR BLVD,97219,1985,"45,600",Office,Not Available,,49.9,49.9,131.4,131.4,,190.9
Compliant,1S1E29BD-7700-B1,Kristin Square,9500 SW BARBUR BLVD,97219,1979,"27,669",Office,Not Available,,56.9,57.4,151.2,151.7,,132.7
Compliant,1S2E02BB-1600-B1,Ron Tonkin Toyota/Mazda,750 SE 122ND AVE,97233,1970,"67,112",Automobile Dealership,Not Available,,38.2,38.2,107.1,107.1,,223.6
Compliant,1S2E03AA-1400-B1,Acura,12030 SE STARK ST,97216,1988,"27,000",Automobile Dealership,Not Available,,85.3,88.9,176.3,180.1,,167.9
Compliant,1S2E03AA-9700-B1,Midland Library,805 SE 122ND AVE,97233,1996,"25,993",Library,Not Available,,105,109.1,215.2,217.2,,198
Compliant,1S2E03BA-6801-B1,East Portland Community Center,740 SE 106TH AVE,97216,2009,"55,825",Fitness Center/Health Club/Gym,Not Available,,229.2,234.8,381.3,379.2,"73,467",832.2
Compliant,1S2E03BB-1100-B1,10522-10542 SE Washington St (MUV Fitness),10522-10542 SE WASHINGTON ST,97216,1984,"30,432",Other - Recreation,Not Available,,29.9,31.9,53.6,55.8,,61.4
Compliant,1S2E03BB-1100-B2,10522-10542 SE WASHINGTON ST (Plaza 205),10522-10542 SE WASHINGTON ST,97216,1984,"116,108",Enclosed Mall,Not Available,,75.6,76.4,198.3,199.1,,734.7
Compliant,1S2E03BB-800-B3,East Precinct,735-737 SE 106TH AVE,97216 ,1996,"27,100",Police Station,Not Available,,69.9,71,183.9,186.3,,158.8
Compliant,1S2E03BC-100-B2,Cherry Blossom Plaza,10615 SE Cherry Blossom,97216,1972,"20,822",Office,Not Available,,56.9,58.6,124.2,125.1,,89
Compliant,1S2E04A-1508-B4,9900 SE WASHINGTON ST (Mall 205),9900 SE WASHINGTON ST,97216,2012,"141,874",Enclosed Mall,Not Available,,57.3,58.1,118.6,119.4,,593
Compliant,1S2E04AB-600-B1,Eastgate,9260 SE STARK ST,97216,1953,"36,900",Fitness Center/Health Club/Gym,Not Available,,156.6,161,292,296.7,,398.4
Compliant,1S2E04CD-4500-B1,King Plaza of Portland LLC,8733 WI/ SE DIVISION ST,97266,N/A,"25,085",Office,Not Available,,57.3,56.3,160.5,157.6,,125.3
Compliant,1S2E05CD-5900-B3,CC Perry Gymnasium,2219 SE 68TH AVE,97215,1977,"27,330",Other - Entertainment/Public Assembly,Not Available,,47,47.9,69.3,70.2,,93.3
Compliant,1S2E05CD-6000-B1,A.F.  Gray Administrative BLD 6000 B1,2219 WI/ SE 68TH AVE,97215,1949,"21,736",Office,Not Available,,52.9,56.3,78.9,82.5,,70.9
Compliant,1S2E05DD-300-B3,SE Campus Library,2305 SE 82ND AVE,97216,2014,"38,990",College/University,Not Available,,37.6,37.6,105.4,105.4,,127.9
Compliant,1S2E05DD-300-B4,SE Campus SCOM,2305 SE 82ND AVE,97216,2014,"65,960",College/University,Not Available,,56.6,57.5,120.1,119.7,,276.1
